token,offset,surprisal,openai_engine,model,id,created,string_id
 open,49,3.74017,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 sea,54,2.583656,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
",",58,2.0192504,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 thousands,59,7.7670207,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 upon,69,1.8273587,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 thousands,74,0.024791742,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 of,84,0.14325006,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 sparkling,87,7.651903,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 water,97,4.2290597,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 drops,103,3.0926793,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
",",109,2.2685013,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 excited,110,10.10339,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 by,118,1.3180649,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 getting,121,11.977803,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 to,129,3.456911,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 play,132,2.6817129,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 in,137,1.3650094,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 the,140,0.2102474,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 ocean,144,4.629735,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
",",150,0.89178026,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 danced,151,2.666457,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 all,158,4.2116876,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 around,162,1.0129727,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
.,169,2.44266,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 One,170,5.3599086,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 of,174,1.7125667,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 these,177,1.8723041,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 was,183,3.3988054,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 a,187,1.4401916,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 merry,189,7.402357,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 little,195,1.1706084,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 fellow,202,2.5791578,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 named,209,2.4711585,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 Aqua,215,7.6186514,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
",",220,1.4358113,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 who,221,0.4861899,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 danced,225,3.761639,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 on,232,3.9167273,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 the,235,1.037781,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 silver,239,8.547875,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 backs,246,7.6344,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 of,252,0.018143853,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 the,255,0.8609469,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 fishes,259,4.821071,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 as,266,2.7828398,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 they,269,0.73626816,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 plunged,274,5.5319433,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 up,282,3.9888875,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 and,285,0.473993,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 down,289,0.016765915,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 in,294,1.2429643,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 the,297,0.36591288,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 waves,301,1.9127371,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
",",307,1.6453755,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 and,308,1.268458,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
",",312,4.138312,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 no,313,7.0683613,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 matter,316,1.3716865,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 how,323,0.3414668,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 high,327,2.1940866,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 he,332,2.181769,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 sprung,335,7.659217,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
",",342,0.27148783,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 he,343,0.6801078,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 always,346,1.3299733,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 came,353,1.9135003,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 down,358,0.3746757,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 again,363,1.743982,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 into,369,5.016602,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 his,374,3.685439,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 mother,378,2.6303492,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
's,385,0.3299803,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 lap,387,1.8154244,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
.,391,0.5897722,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 His,392,4.232808,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 mother,396,0.6048716,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
",",403,1.9570425,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 you,404,3.9935842,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 know,408,1.5529125,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
",",413,0.024224954,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 was,414,0.22436854,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 the,418,0.77326655,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 ocean,422,3.0383978,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
",",428,0.75339985,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 and,429,0.28360692,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 very,433,5.9766684,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 beautiful,438,4.7256966,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 she,448,0.43750563,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 looked,452,1.2609162,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 that,459,2.3693829,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 summer,464,4.3454666,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 day,471,0.6695538,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 in,475,2.5517087,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 her,478,0.48021933,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 dark,482,5.762008,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 blue,487,0.7088595,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 dress,492,1.1794239,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 and,498,1.2793093,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 white,502,2.16269,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 r,508,4.1708407,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
uff,510,0.12062086,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
les,513,1.8019909,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
.,516,1.3067945,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 By,517,6.4380064,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 and,520,0.39320028,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 by,524,0.013422978,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
",",527,1.3278809,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 the,528,2.899067,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 happy,532,5.271939,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 water,538,3.7976205,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 drop,544,4.464388,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 tired,549,5.4635973,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 of,555,0.22063181,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 his,558,2.4541996,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 play,562,1.2626334,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
",",567,0.60603964,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 and,568,0.18983366,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 looking,572,4.372394,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 up,580,1.1229801,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 to,583,1.933007,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 the,586,0.98286426,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 clear,590,3.3619459,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 sky,596,1.5679427,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 above,600,3.7776392,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 him,606,0.851092,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
",",610,0.1452471,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 thought,611,3.4655313,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 he,619,1.1793072,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 would,622,0.3171099,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 like,628,1.1197385,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 to,633,0.079432234,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 have,636,3.1757903,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 a,641,0.9224665,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 sail,643,2.1209314,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 on,648,1.9247165,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 one,651,3.0768628,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 of,655,0.02124421,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 the,658,0.8517379,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 white,662,3.5202968,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
",",668,4.6122894,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 marsh,669,8.944657,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
mallow,675,0.26808566,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
-,681,4.102484,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
like,682,0.7879471,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 clouds,686,0.039315995,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
",",693,2.1875882,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 instead,694,5.706266,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 of,702,0.008534348,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 spending,705,5.897237,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 his,714,0.9977418,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 whole,718,2.580243,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 life,724,0.62046725,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 in,729,1.2591021,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 the,732,0.56082565,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 ocean,736,1.8523003,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
.,742,0.44478145,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 Of,743,5.844111,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 the,746,7.2331767,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 sky,750,4.0745583,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
",",754,2.6274617,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 little,755,6.5247035,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 Aqua,762,0.069925226,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 had,767,1.6843138,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 always,771,4.120286,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 been,778,1.4103028,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 afraid,783,2.8803585,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
",",790,0.45372194,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 but,791,1.3802681,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 he,795,1.3946049,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 decided,798,4.122356,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 to,806,0.42483914,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 finally,809,11.921097,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 face,817,6.415128,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 his,822,1.4471716,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 demons,826,10.4466915,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 and,833,0.97536033,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 suggested,837,10.575831,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 a,847,4.4934297,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 solution,849,8.561539,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 involving,858,11.194845,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 the,868,1.9380924,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 sun,872,4.3139205,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 carrying,876,11.491833,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 him,885,0.7929724,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 up,889,0.93830156,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 to,892,1.3125203,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 the,895,0.38542438,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 sky,899,1.9454232,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 would,903,10.900521,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 be,909,0.6871432,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 ideal,912,5.480205,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
.,918,0.18119109,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 The,919,2.254987,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 sun,923,0.97328246,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 understood,927,7.3472238,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 Aqua,938,2.0823877,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
's,943,0.2513519,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 request,945,2.8660214,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 came,953,10.005802,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 from,958,0.68000984,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 his,963,2.4744098,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 heart,967,1.1225724,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
",",973,0.59387434,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 so,974,1.7607058,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 he,977,0.58263576,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 acquies,980,7.29427,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
ced,988,0.038363583,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 and,991,1.1780782,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 also,995,7.3936906,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 took,1000,3.791051,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 ever,1005,11.3890085,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 so,1010,0.9560057,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 many,1013,2.2424934,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 other,1018,2.4593122,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 drops,1024,4.310626,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
",",1030,3.5082362,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 so,1031,4.0793295,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
 that,1034,0.89311844,curie,curie:2020-05-03,cmpl-4A733OVd40zCNMeCDAPP4Q4xnxzuB,1638315721,2
